Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему.,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему. Quantised,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи.,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи. Quantised,"values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни.","values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни. Quantised","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает.","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает. Quantised","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность.","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность. Quantised","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей.","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей. Quantised","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять.","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять. Quantised",values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания.,values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания. Quantised,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя.,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя. Quantised,"values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других.","values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других. Quantised",values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии.,values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии. Quantised,"values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения.","values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения. Quantised","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь.,values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь. Quantised,"values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным.","values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным. Quantised","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит.","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит. Quantised",values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям.,values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям. Quantised,"values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё.","values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё. Quantised","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй.","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй. Quantised","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие.","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие. Quantised"
1,1745754091591,27/04/2025 11:41,1745779291591,7,28/04/2025 01:41,209889,4,questionnaire-x8dj,,45680079,BLINDED,13288690,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 24.10.0.0,1366x768,1366x652,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1745753553844,27/04/2025 11:32,1745764353844,3,27/04/2025 17:32,209889,4,questionnaire-x8dj,,45679816,BLINDED,13288694,,live,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x864,1536x748,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1745753502501,27/04/2025 11:31,1745767902501,4,27/04/2025 19:31,209889,4,questionnaire-x8dj,,45679784,BLINDED,13288695,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,428x926,428x745,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4
1,1745753495151,27/04/2025 11:31,1745764295151,3,27/04/2025 17:31,209889,4,questionnaire-x8dj,,45679782,BLINDED,13288697,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1280x720,1232x596,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2
1,1745753565288,27/04/2025 11:32,1745764365288,3,27/04/2025 17:32,209889,4,questionnaire-x8dj,,45679828,BLINDED,13288707,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,393x873,392x735,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2
1,1745752935064,27/04/2025 11:22,1745763735064,3,27/04/2025 17:22,209889,4,questionnaire-x8dj,,45679344,BLINDED,13288708,,live,,,tablet,undefined K,Android 10,Chrome 135.0.0.0,1280x720,1280x552,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4
1,1745754183223,27/04/2025 11:43,1745782983223,8,28/04/2025 03:43,209889,4,questionnaire-x8dj,,45680117,BLINDED,13288716,,complete,,,computer,Desktop or Laptop,Linux x86_64,MIUI Browser 14.30.0,360x800,360x627,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4
1,1745859604412,28/04/2025 17:00,1745870404412,3,28/04/2025 23:00,209889,4,questionnaire-x8dj,,45706746,BLINDED,13299701,,live,,,mobile,Huawei ADY-LX9,Android 12,Huawei Browser 15.0.4.312,373x818,373x723,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6
1,1745913445410,29/04/2025 07:57,1745924245410,3,29/04/2025 13:57,209889,4,questionnaire-x8dj,,45719057,BLINDED,13303875,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1536x864,1536x730,,,0,PVQ F,3,consent,F,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2
1,1745932504377,29/04/2025 13:15,1745943304377,3,29/04/2025 19:15,209889,4,questionnaire-x8dj,,45729217,BLINDED,13306586,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1280x720,1280x672,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Очень похоже на меня (6),6
1,1745932941925,29/04/2025 13:22,1745943741925,3,29/04/2025 19:22,209889,4,questionnaire-x8dj,,45729443,BLINDED,13307132,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0,1440x900,1440x820,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2
1,1745938479770,29/04/2025 14:54,1745949279770,3,29/04/2025 20:54,209889,4,questionnaire-x8dj,,45732529,BLINDED,13308022,,live,,,mobile,undefined K,Android 12,Chrome 135.0.7049.100,393x851,392x711,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4
1,1745945490746,29/04/2025 16:51,1745956290746,3,29/04/2025 22:51,209889,4,questionnaire-x8dj,,45735187,BLINDED,13309197,,complete,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3,428x926,428x745,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5
1,1745949581420,29/04/2025 17:59,1745960381420,3,29/04/2025 23:59,209889,4,questionnaire-x8dj,,45736375,BLINDED,13309569,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,1024x1366,1366x917,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня(2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Не похоже на меня(2),2
1,1745966484435,29/04/2025 22:41,1745977284435,3,30/04/2025 04:41,209889,4,questionnaire-x8dj,,45743141,BLINDED,13311402,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1872x964,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Отчасти про меня (4),4
1,1745997426848,30/04/2025 07:17,1746008226848,3,30/04/2025 13:17,209889,4,questionnaire-x8dj,,45747162,BLINDED,13312444,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1920x956,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Не похоже на меня(2),2,Очень похоже на меня (6),6,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1746008299154,30/04/2025 10:18,1746019099154,3,30/04/2025 16:18,209889,4,questionnaire-x8dj,,45754635,BLINDED,13313009,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5
1,1746007953337,30/04/2025 10:12,1746018753337,3,30/04/2025 16:12,209889,4,questionnaire-x8dj,,45754165,BLINDED,13313015,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5
1,1746003183998,30/04/2025 08:53,1746013983998,3,30/04/2025 14:53,209889,4,questionnaire-x8dj,,45748755,BLINDED,13313045,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x919,,,0,PVQ F,3,consent,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1746003639052,30/04/2025 09:00,1746014439052,3,30/04/2025 15:00,209889,4,questionnaire-x8dj,,45748910,BLINDED,13313055,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x900,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3
1,1746011934728,30/04/2025 11:18,1746022734728,3,30/04/2025 17:18,209889,4,questionnaire-x8dj,,45757339,BLINDED,13313465,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,430x932,430x729,,,0,PVQ F,3,consent,F,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5
1,1746006634898,30/04/2025 09:50,1746017434898,3,30/04/2025 15:50,209889,4,questionnaire-x8dj,,45750221,BLINDED,13313494,,live,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,384x832,384x701,,,0,PVQ F,3,consent,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1746013274801,30/04/2025 11:41,1746024074801,3,30/04/2025 17:41,209889,4,questionnaire-x8dj,,45758093,BLINDED,13315565,,complete,,,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,414x699,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Не похоже на меня(2),2,Отчасти про меня (4),4,Не похоже на меня(2),2
1,1746098345143,01/05/2025 11:19,1746112745143,4,01/05/2025 19:19,209889,4,questionnaire-x8dj,,45784522,BLINDED,13322772,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 135.0.0.0,1536x864,1536x778,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Не похоже на меня(2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5
1,1748966269439,03/06/2025 15:57,1748980669439,4,03/06/2025 23:57,209889,4,questionnaire-x8dj,,46804702,BLINDED,13565997,,complete,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,393x852,393x649,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
