StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Gender,Age,Education,US state,Race/ethnicity,Migration,DHF_endorsement_1,DHF_endorsement_2,DHF_endorsement_3,DHF_endorsement_4,DHF_endorsement_5,DHF_endorsement_6,DHF_endorsement_7,DHF_endorsement_8,DHF_endorsement_9,DHF_endorsement_10,DHF_endorsement_11,DHF_endorsement_12,DHF_endorsement_13,DHF_endorsement_14,DHF_endorsement_15,DHF_endorsement_16,DHF_endorsement_17,DHF_endorsement_18,DHF_endorsement_19,DHF_endorsement_20,DHF_endorsement_21,DHF_endorsement_22,DHF_endorsement_23,DHF_endorsement_24,DHF_endorsement_25,DHF_endorsement_26,DHF_endorsement_27,DHF_endorsement_28,DHF_endorsement_29,DHF_endorsement_30,DHF_Norms_1,DHF_Norms_2,DHF_Norms_3,DHF_Norms_4,DHF_Norms_5,DHF_Norms_6,DHF_Norms_7,DHF_Norms_8,DHF_Norms_9,DHF_Norms_10,DHF_Norms_11,DHF_Norms_12,DHF_Norms_13,DHF_Norms_14,DHF_Norms_15,DHF_Norms_16,DHF_Norms_17,DHF_Norms_18,DHF_Norms_19,DHF_Norms_20,DHF_Norms_21,DHF_Norms_22,DHF_Norms_23,DHF_Norms_24,DHF_Norms_25,DHF_Norms_26,DHF_Norms_27,DHF_Norms_28,DHF_Norms_29,DHF_Norms_30,Reciprocity_1,Reciprocity_2,Reciprocity_3,Reciprocity_4,Reciprocity_5,Reciprocity_6,Self-construal_1,Self-construal_2,Self-construal_3,Self-construal_4,Self-construal_5,Self-construal_6,Self-construal_7,Self-construal_8,Self-construal_9,Self-construal_10,Self-construal_11,Self-construal_12,Self-construal_13,Self-construal_14,Self-construal_15,Self-construal_16,Self-construal_17,Self-construal_18,Self-construal_19,Self-construal_20,Self-construal_21,Self-construal_22,Self-construal_23,Self-construal_24,Dictator comp 1,Dictator comp 2,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Dictator_decision,Ultimatum comp 1,Ultimatum comp 2,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Ultimatum Receiver_1,Ultimatum Receiver_2,Ultimatum Receiver_3,Ultimatum Receiver_4,Ultimatum Receiver_5,Ultimatum Receiver_6,Ultimatum Receiver_7,Ultimatum Receiver_8,Ultimatum Receiver_9,Ultimatum Receiver_10,Ultimatum Receiver_11,Ultimatum Proposer_1,Ultimatum Proposer_2,Ultimatum Proposer_3,Ultimatum Proposer_4,Ultimatum Proposer_5,Ultimatum Proposer_6,Ultimatum Proposer_7,Ultimatum Proposer_8,Ultimatum Proposer_9,Ultimatum Proposer_10,Ultimatum Proposer_11,Ultimatum expect_1,Ultimatum expect_2,Ultimatum expect_3,Ultimatum expect_4,Ultimatum expect_5,Ultimatum expect_6,Ultimatum expect_7,Ultimatum expect_8,Ultimatum expect_9,Ultimatum expect_10,Ultimatum expect_11
09/05/2023 19:44,09/05/2023 19:57,IP Address,100,729,TRUE,09/05/2023 19:57,R_2TpfST4chqvGHlj,Man,27,"Some college credit, no degree",Texas,Asian / Pacific Islander,I immigrated to the USA from another country,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
",4,"Applies to me perfectly
7
","Applies to me perfectly
7
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me a little
2
","Describes me exactly
5
",4½,4½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me moderately
3
",1½,3½,2½,3½,4½,"Describes me exactly
5
",1½,"Doesn’t describe me at all
1
",1½,1½,"Describes me very well
4
","Describes me very well
4
","Describes me a little
2
","Describes me exactly
5
",3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.638,5.467,6.101,2,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,6.176,18.474,21.783,11,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:49,09/05/2023 19:57,IP Address,100,449,TRUE,09/05/2023 19:57,R_1jrWzXrMSuwcZzY,Man,49,"Some college credit, no degree",New York,White,I was born and raised in the USA,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,"Applies to me perfectly
7
",6,6,"Does not apply to me at all
1
",2,2,"Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me very well
4
","Doesn’t describe me at all
1
",4½,3½,"Describes me very well
4
",2½,"Describes me moderately
3
","Describes me moderately
3
",2½,1½,"Doesn’t describe me at all
1
",2½,"Describes me very well
4
",1½,3½,1½,2½,2½,"Describes me exactly
5
",3½,4½,"Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,1.833,3.887,5.719,4,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,2.916,13.587,14.163,15,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:48,09/05/2023 19:57,IP Address,100,509,TRUE,09/05/2023 19:57,R_2X5P3wHYCR4Hqgz,Woman,22,Bachelor’s degree,Texas,White,I was born and raised in the USA,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,6,6,5,3,4,4,"Describes me moderately
3
","Describes me a little
2
",3½,3½,"Describes me moderately
3
","Describes me very well
4
","Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
",1½,"Describes me moderately
3
","Describes me moderately
3
",4½,"Describes me moderately
3
","Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
","Describes me very well
4
","Describes me a little
2
",4½,3½,"Describes me moderately
3
","Describes me moderately
3
","Describes me very well
4
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,1.838,4.089,5.124,5,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.113,20.372,21.664,16,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,3,4,4,5,5,6,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:51,09/05/2023 19:58,IP Address,100,418,TRUE,09/05/2023 19:58,R_1jJND3rno3sikJ8,Woman,31,Master’s degree,New York,White,I was born and raised in the USA,Agree,Agree,Somewhat disagree,Disagree,Disagree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
","Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me moderately
3
","Describes me a little
2
",3½,"Describes me a little
2
","Describes me moderately
3
",2½,2½,1½,"Describes me a little
2
","Describes me a little
2
","Describes me very well
4
",2½,1½,"Describes me very well
4
",1½,"Describes me moderately
3
",2½,"Describes me moderately
3
",2½,"Describes me moderately
3
","Describes me moderately
3
",3½,"Describes me moderately
3
","Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.743,4.044,5.13,3,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,1.558,14.427,15.136,14,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:35,09/05/2023 19:58,IP Address,100,1364,TRUE,09/05/2023 19:58,R_1nVAc5m10SOjcCA,Woman,73,Bachelor’s degree,New York,White,I was born and raised in the USA,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Disagree,Agree,Strongly disagree,Somewhat disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,6,"Applies to me perfectly
7
",5,"Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me moderately
3
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me a little
2
",1½,"Doesn’t describe me at all
1
","Describes me very well
4
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me moderately
3
","Describes me very well
4
","Describes me exactly
5
","Describes me exactly
5
","Describes me moderately
3
","Describes me exactly
5
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
",3½,"Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.322,9.988,11.796,2,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,8.533,34.482,34.997,12,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,0,0,0,0,5,6,7,8,9,10,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:41,09/05/2023 19:58,IP Address,100,1033,TRUE,09/05/2023 19:58,R_2xy0o4kAP90bUEO,Man,64,"Some college credit, no degree",New York,White,I was born and raised in the USA,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,6,6,6,3,2,2,"Describes me moderately
3
","Doesn’t describe me at all
1
",3½,2½,3½,"Describes me a little
2
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
","Describes me a little
2
",2½,1½,"Describes me moderately
3
",1½,"Doesn’t describe me at all
1
",1½,"Describes me moderately
3
",3½,1½,"Describes me very well
4
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,3.39,13.227,14.407,6,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,10.141,45.747,47.224,16,I reject,I reject,I reject,I reject,I reject,I accept,I reject,I reject,I reject,I reject,I reject,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:41,09/05/2023 19:59,IP Address,100,1063,TRUE,09/05/2023 19:59,R_W9es05f93vEBDln,Man,26,Bachelor’s degree,Texas,Hispanic or Latino,I immigrated to the USA from another country,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Somewhat disagree,Strongly disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Agree,6,6,6,3,"Does not apply to me at all
1
",2,"Describes me a little
2
",1½,4½,"Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
",2½,1½,3½,"Describes me a little
2
","Describes me very well
4
","Describes me a little
2
",2½,"Describes me very well
4
",3½,2½,"Describes me a little
2
",1½,2½,3½,2½,"Describes me a little
2
",3½,2½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,7.964,7.964,9.498,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,7.335,12.554,14.636,12,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:47,09/05/2023 20:00,IP Address,100,799,TRUE,09/05/2023 20:00,R_1OjJkEwzqjU1YfC,Woman,30,Professional degree,New York,Asian / Pacific Islander,"I was born and/or raised in the USA, but my family (parents or grandparents) immigrated to the USA from another country",Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Strongly agree,"Applies to me perfectly
7
","Applies to me perfectly
7
",6,4,4,3,"Describes me moderately
3
","Describes me a little
2
","Describes me exactly
5
",3½,"Describes me moderately
3
","Describes me exactly
5
","Describes me exactly
5
","Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me very well
4
","Describes me exactly
5
","Describes me moderately
3
","Describes me moderately
3
","Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me a little
2
","Describes me a little
2
",2½,"Describes me exactly
5
","Describes me very well
4
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,3.452,6.614,7.668,5,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,8.48,23.138,23.541,26,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:51,09/05/2023 20:02,IP Address,100,650,TRUE,09/05/2023 20:02,R_1P7tjfgSQsLW5bf,Man,57,Associate degree,Pennsylvania,White,I was born and raised in the USA,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,"Applies to me perfectly
7
",6,6,2,3,3,4½,"Describes me exactly
5
",4½,1½,4½,4½,3½,"Describes me a little
2
","Describes me very well
4
",3½,4½,"Describes me a little
2
",1½,4½,"Describes me very well
4
","Describes me a little
2
","Describes me very well
4
",4½,"Describes me very well
4
","Describes me very well
4
",4½,"Describes me very well
4
","Describes me very well
4
",4½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,7.057,7.057,9.301,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,3.315,15.371,19.41,14,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 19:52,09/05/2023 20:02,IP Address,100,620,TRUE,09/05/2023 20:02,R_2Yx2QAzvpMgixMW,Man,52,Doctorate degree,Texas,White,I was born and raised in the USA,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,6,"Applies to me perfectly
7
",6,2,2,2,"Describes me very well
4
","Describes me a little
2
",1½,1½,"Describes me exactly
5
",3½,"Describes me exactly
5
","Describes me a little
2
","Describes me very well
4
","Describes me a little
2
",3½,"Describes me a little
2
",3½,"Describes me very well
4
","Describes me exactly
5
",1½,4½,1½,1½,1½,"Describes me very well
4
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,10.511,10.511,12.214,1,4,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,3.933,20.501,23.825,11,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,3,3,4,4,4,5,6,6,6,6,6,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
